系统邮件主键	有效标志位	系统署名（不能超过20个汉字）	邮件标题（不能超过20个汉字）	邮件内容(通配符最多支持7个)换行：<Enter>（不能超过1000个汉字）	附加金钱	附加铜币	附加贡献	附加元宝	附加绑定元宝	附加师德	附加其他货币	附加其他货币	附加道具ID类型（绑定与否）	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量 
2609	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2611	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2612	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2613	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2614	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2615	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2616	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2617	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2618	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2619	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备强化任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備強化任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2620	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2621	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2622	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2623	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2624	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2625	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2626	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2627	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2628	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2629	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>装备重铸任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>裝備重鑄任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2630	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2631	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2632	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2633	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2634	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	8700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2635	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	11000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2636	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2637	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2638	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2639	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠培养任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵培養任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2640	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠突破任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵突破任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2641	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠突破任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵突破任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2642	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>灵宠突破任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>靈寵突破任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
