灵宠技能ID	技能等级	有效标志位	类型（0天赋、1金、2木、3水、4火、5土、6天（光）、7地（暗），大于1000为兽诀，客户端显示用）	颜色（0白，1绿，2蓝，3紫，4橙）	学习类型（同类型的学习上限共同）	学习上限	升级消耗道具	升级消耗道具数量	技能名字	出战对应技能ID	出战对应技能等级	出战属性池	技能释放几率	技能类型，0自动，1被动，2天赋	针对目标，位域：0无效，1灵宠，2主角	不出战对应属性池ID	灵宠等级要求	111标准剑客-该技能对此职业的修为	121高血-该技能对此职业的修为	131高防-该技能对此职业的修为	141高攻-该技能对此职业的修为	是否奥义	奥义转化技能（普通就填奥义，奥义就填普通）	奥义转化几率	出战技能描述	不战技能描述	技能图标前景	技能图标	是否合体技能 
37110	6	1	0	3	1	1	410300001	12	中级鼓舞	23021	19	0	10000	0	1	93711026	3120	8065	8065	8065	8065	0	0	0	增加自身60%+8528攻击，持续5秒，冷却15秒	主角攻击法球：增加自身60%+8528攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	6	1	0	3	1	1	410300001	12	中级战歌	23022	19	0	10000	0	1	93712026	3120	8065	8065	8065	8065	0	0	0	增加自身60%+4264防御，持续5秒，冷却15秒	主角被击法球：增加自身60%+4264防御，持续5秒，冷却15秒	0	partner01_601	1
37140	6	1	0	3	1	1	410300001	12	中级精准	23024	19	0	10000	0	1	93714026	3120	8065	8065	8065	8065	0	0	0	增加自身47%+1937命中，持续5秒，冷却15秒	主角攻击法球：增加自身47%+1937命中，持续5秒，冷却15秒	0	partner01_106	1
37150	6	1	0	4	1	1	410300001	24	高级治疗	23305	28	0	10000	0	1	93715026	3120	21175	21175	21175	21175	0	0	0	恢复灵宠自身5%+180870点生命，冷却15秒	主角被击法球：恢复5%+180870点生命，冷却15秒	0	partner01_303	1
37160	6	1	0	4	1	1	410300001	24	高级血祭	23012	28	0	10000	0	2	93715026	3120	21175	21175	21175	21175	0	0	0	将自身当前血量的18.5%转给主人，冷却15秒	主角被击法球：恢复5%+180870点生命，冷却15秒	0	partner01_028	1
37180	6	1	0	4	1	1	410300001	24	高级鼓舞	23021	28	0	10000	0	1	93718026	3120	21175	21175	21175	21175	0	0	0	增加自身75%+15468攻击，持续5秒，冷却15秒	主角攻击法球：增加自身75%+15468攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	6	1	0	4	1	1	410300001	24	高级战歌	23022	28	0	10000	0	1	93719026	3120	21175	21175	21175	21175	0	0	0	增加自身75%+7734防御，持续5秒，冷却15秒	主角被击法球：增加自身75%+7734防御，持续5秒，冷却15秒	0	partner01_601	1
37210	6	1	0	4	1	1	410300001	24	高级精准	23024	28	0	10000	0	1	93721026	3120	21175	21175	21175	21175	0	0	0	增加自身53%+2740命中，持续5秒，冷却15秒	主角攻击法球：增加自身53%+2740命中，持续5秒，冷却15秒	0	partner01_106	1
31010	7	1	0	2	1	1	410300002	3	低级炎皇火刹	23401	13	0	10000	0	0	93101027	3140	3123	3123	3123	3123	0	0	0	对目标造成210%双攻击+5074点伤害，冷却15秒	主角攻击法球：对目标造成210%双攻击+5074点伤害，冷却15秒	0	partner01_405	1
31020	7	1	0	2	1	1	410300002	3	低级狂击	23005	13	0	10000	0	0	93102027	3140	3123	3123	3123	3123	0	0	0	对目标造成84%双攻击+2030点伤害，冷却6秒	主角攻击法球：对目标造成84%双攻击+2030点伤害，冷却6秒	0	partner01_101	1
31030	7	1	0	2	1	1	410300002	3	低级离火之灼	23502	13	0	10000	0	0	93103027	3140	3123	3123	3123	3123	0	0	0	对目标造成67%双攻击+1619点伤害，冷却12秒	主角攻击法球：对目标造成67%双攻击+1619点伤害，冷却12秒	0	partner01_402	1
31040	7	1	0	3	1	1	410300002	6	中级炎皇火刹	23401	22	0	10000	0	0	93104027	3140	9292	9292	9292	9292	0	0	0	对目标造成271%双攻击+10451点伤害，冷却15秒	主角攻击法球：对目标造成271%双攻击+10451点伤害，冷却15秒	0	partner01_405	1
31050	7	1	0	3	1	1	410300002	6	中级狂击	23005	22	0	10000	0	0	93105027	3140	9292	9292	9292	9292	0	0	0	对目标造成108%双攻击+4184点伤害，冷却6秒	主角攻击法球：对目标造成108%双攻击+4184点伤害，冷却6秒	0	partner01_101	1
31060	7	1	0	3	1	1	410300002	6	中级离火之灼	23502	22	0	10000	0	0	93106027	3140	9292	9292	9292	9292	0	0	0	对目标造成86%双攻击+3336点伤害，冷却12秒	主角攻击法球：对目标造成86%双攻击+3336点伤害，冷却12秒	0	partner01_402	1
31070	7	1	0	4	1	1	410300002	12	高级炎皇火刹	23401	32	0	10000	0	0	93107027	3140	24587	24587	24587	24587	0	0	0	对目标造成338%双攻击+18262点伤害，冷却15秒	主角攻击法球：对目标造成338%双攻击+18262点伤害，冷却15秒	0	partner01_405	1
31080	7	1	0	4	1	1	410300002	12	高级狂击	23005	32	0	10000	0	0	93108027	3140	24587	24587	24587	24587	0	0	0	对目标造成135%双攻击+7310点伤害，冷却6秒	主角攻击法球：对目标造成135%双攻击+7310点伤害，冷却6秒	0	partner01_101	1
31090	7	1	0	4	1	1	410300002	12	高级离火之灼	23502	32	0	10000	0	0	93109027	3140	24587	24587	24587	24587	0	0	0	对目标造成108%双攻击+5826点伤害，冷却12秒	主角攻击法球：对目标造成108%双攻击+5826点伤害，冷却12秒	0	partner01_402	1
31100	7	1	0	4	1	1	410300002	12	高级天罡雷罚	23602	32	0	10000	0	0	93110027	3140	24587	24587	24587	24587	0	0	0	造成目标最大生命值5%+239863点真实伤害，冷却15秒（对怪物无效）	主角攻击法球：造成目标最大生命值5%+239863点真实伤害，冷却15秒（对怪物无效）	0	partner01_602	1
31110	7	1	0	4	1	1	410300002	12	高级三尸狱蛊	23702	32	0	10000	0	0	93111027	3140	24587	24587	24587	24587	0	0	0	对目标每秒造成32%双攻击+1753点伤害，并恢复自身1%+47972点生命，持续5秒，冷却12秒	主角攻击法球：对目标每秒造成32%双攻击+1753点伤害，并恢复自身1%+47972点生命，持续5秒，冷却12秒	0	partner01_702	1
32010	7	1	0	2	1	1	410300002	3	低级震地	23006	13	0	10000	0	0	93201027	3140	3123	3123	3123	3123	0	0	0	对范围内多个目标造成126%双攻击+3044点伤害，冷却15秒	主角攻击法球：对目标造成126%双攻击+3044点伤害，冷却15秒	0	partner01_022	1
32020	7	1	0	2	1	1	410300002	3	低级怒浪涛天	23007	13	0	10000	0	0	93202027	3140	3123	3123	3123	3123	0	0	0	对范围内多个目标造成50%双攻击+1218点伤害，冷却6秒	主角攻击法球：对目标造成50%双攻击+1218点伤害，冷却6秒	0	partner01_023	1
32030	7	1	0	2	1	1	410300002	3	低级业火焚心	23404	13	0	10000	0	0	93203027	3140	3123	3123	3123	3123	0	0	0	对范围内多个目标每秒造成40%双攻击+971点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成40%双攻击+971点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	7	1	0	3	1	1	410300002	6	中级震地	23006	22	0	10000	0	0	93204027	3140	9292	9292	9292	9292	0	0	0	对范围内多个目标造成162%双攻击+6271点伤害，冷却15秒	主角攻击法球：对目标造成162%双攻击+6271点伤害，冷却15秒	0	partner01_022	1
32050	7	1	0	3	1	1	410300002	6	中级怒浪涛天	23007	22	0	10000	0	0	93205027	3140	9292	9292	9292	9292	0	0	0	对范围内多个目标造成65%双攻击+2510点伤害，冷却6秒	主角攻击法球：对目标造成65%双攻击+2510点伤害，冷却6秒	0	partner01_023	1
32060	7	1	0	3	1	1	410300002	6	中级业火焚心	23404	22	0	10000	0	0	93206027	3140	9292	9292	9292	9292	0	0	0	对范围内多个目标每秒造成52%双攻击+2002点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成52%双攻击+2002点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	7	1	0	4	1	1	410300002	12	高级震地	23006	32	0	10000	0	0	93207027	3140	24587	24587	24587	24587	0	0	0	对范围内多个目标造成203%双攻击+10957点伤害，冷却15秒	主角攻击法球：对目标造成203%双攻击+10957点伤害，冷却15秒	0	partner01_022	1
32080	7	1	0	4	1	1	410300002	12	高级怒浪涛天	23007	32	0	10000	0	0	93208027	3140	24587	24587	24587	24587	0	0	0	对范围内多个目标造成81%双攻击+4386点伤害，冷却6秒	主角攻击法球：对目标造成81%双攻击+4386点伤害，冷却6秒	0	partner01_023	1
32090	7	1	0	4	1	1	410300002	12	高级业火焚心	23404	32	0	10000	0	0	93209027	3140	24587	24587	24587	24587	0	0	0	对范围内多个目标每秒造成65%双攻击+3496点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成65%双攻击+3496点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	7	1	0	2	1	1	410300002	3	低级乱木丛生	23202	13	0	10000	0	0	93301027	3140	3123	3123	3123	3123	0	0	0	对目标造成42%双攻击+1015点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成42%双攻击+1015点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	7	1	0	2	1	1	410300002	3	低级老树盘根	23201	13	0	10000	0	0	93302027	3140	3123	3123	3123	3123	0	0	0	对目标造成105%双攻击+2537点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成105%双攻击+2537点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	7	1	0	2	1	1	410300002	3	低级木语凝噎	23204	13	0	10000	0	0	93303027	3140	3123	3123	3123	3123	0	0	0	对目标造成105%双攻击+2537点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成105%双攻击+2537点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	7	1	0	2	1	1	410300002	3	低级巨木击顶	23203	13	0	10000	0	0	93304027	3140	3123	3123	3123	3123	0	0	0	对目标造成105%双攻击+2537点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成105%双攻击+2537点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	7	1	0	3	1	1	410300002	6	中级乱木丛生	23202	22	0	10000	0	0	93305027	3140	9292	9292	9292	9292	0	0	0	对目标造成54%双攻击+2092点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成54%双攻击+2092点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	7	1	0	3	1	1	410300002	6	中级老树盘根	23201	22	0	10000	0	0	93306027	3140	9292	9292	9292	9292	0	0	0	对目标造成135%双攻击+5225点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成135%双攻击+5225点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	7	1	0	3	1	1	410300002	6	中级木语凝噎	23204	22	0	10000	0	0	93307027	3140	9292	9292	9292	9292	0	0	0	对目标造成135%双攻击+5225点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成135%双攻击+5225点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	7	1	0	3	1	1	410300002	6	中级巨木击顶	23203	22	0	10000	0	0	93308027	3140	9292	9292	9292	9292	0	0	0	对目标造成135%双攻击+5225点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成135%双攻击+5225点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	7	1	0	4	1	1	410300002	12	高级乱木丛生	23202	32	0	10000	0	0	93309027	3140	24587	24587	24587	24587	0	0	0	对目标造成67%双攻击+3655点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成67%双攻击+3655点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	7	1	0	4	1	1	410300002	12	高级老树盘根	23201	32	0	10000	0	0	93310027	3140	24587	24587	24587	24587	0	0	0	对目标造成169%双攻击+9131点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成169%双攻击+9131点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	7	1	0	4	1	1	410300002	12	高级木语凝噎	23204	32	0	10000	0	0	93311027	3140	24587	24587	24587	24587	0	0	0	对目标造成169%双攻击+9131点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成169%双攻击+9131点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	7	1	0	4	1	1	410300002	12	高级巨木击顶	23203	32	0	10000	0	0	93312027	3140	24587	24587	24587	24587	0	0	0	对目标造成169%双攻击+9131点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成169%双攻击+9131点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	7	1	0	2	1	1	410300002	3	低级群嘲	23008	13	0	10000	0	0	93401027	3140	3123	3123	3123	3123	0	0	0	嘲讽周围多个怪物，增加自身35%+1566点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身35%+1566点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	7	1	0	3	1	1	410300002	6	中级群嘲	23008	22	0	10000	0	0	93402027	3140	9292	9292	9292	9292	0	0	0	嘲讽周围多个怪物，增加自身45%+3438点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身45%+3438点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	7	1	0	4	1	1	410300002	12	高级群嘲	23008	32	0	10000	0	0	93403027	3140	24587	24587	24587	24587	0	0	0	嘲讽周围多个怪物，增加自身55%+6090点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身55%+6090点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	7	1	0	2	1	1	410300002	3	低级虚弱	23013	13	0	10000	0	0	93501027	3140	3123	3123	3123	3123	0	0	0	减少目标53%+4700点攻击，持续5秒，冷却15秒	主角被击法球：减少目标53%+4700点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	7	1	0	2	1	1	410300002	3	低级幽冥诅咒	23701	13	0	10000	0	0	93502027	3140	3123	3123	3123	3123	0	0	0	减少目标53%+2350点防御，持续5秒，冷却15秒	主角攻击法球：减少目标53%+2350点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	7	1	0	3	1	1	410300002	6	中级虚弱	23013	22	0	10000	0	0	93503027	3140	9292	9292	9292	9292	0	0	0	减少目标68%+10316点攻击，持续5秒，冷却15秒	主角被击法球：减少目标68%+10316点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	7	1	0	3	1	1	410300002	6	中级幽冥诅咒	23701	22	0	10000	0	0	93504027	3140	9292	9292	9292	9292	0	0	0	减少目标68%+5158点防御，持续5秒，冷却15秒	主角攻击法球：减少目标68%+5158点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	7	1	0	4	1	1	410300002	12	高级虚弱	23013	32	0	10000	0	0	93505027	3140	24587	24587	24587	24587	0	0	0	减少目标83%+18270点攻击，持续5秒，冷却15秒	主角被击法球：减少目标83%+18270点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	7	1	0	4	1	1	410300002	12	高级幽冥诅咒	23701	32	0	10000	0	0	93506027	3140	24587	24587	24587	24587	0	0	0	减少目标83%+9135点防御，持续5秒，冷却15秒	主角攻击法球：减少目标83%+9135点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	7	1	0	2	1	1	410300002	3	低级祝福	0	0	93601007	10000	1	2	0	3140	3123	3123	3123	3123	0	0	0	提升主人17%+1566点攻击	提升主人17%+1566点攻击	0	partner01_026	1
36020	7	1	0	2	1	1	410300002	3	低级庇护	0	0	93602007	10000	1	2	0	3140	3123	3123	3123	3123	0	0	0	提升主人17%+783点防御	提升主人17%+783点防御	0	partner01_503	1
36030	7	1	0	3	1	1	410300002	6	中级祝福	0	0	93603007	10000	1	2	0	3140	9292	9292	9292	9292	0	0	0	提升主人22%+3438点攻击	提升主人22%+3438点攻击	0	partner01_026	1
36040	7	1	0	3	1	1	410300002	6	中级庇护	0	0	93604007	10000	1	2	0	3140	9292	9292	9292	9292	0	0	0	提升主人22%+1719点防御	提升主人22%+1719点防御	0	partner01_503	1
36050	7	1	0	4	1	1	410300002	12	高级祝福	0	0	93605007	10000	1	2	0	3140	24587	24587	24587	24587	0	0	0	提升主人27%+6090点攻击	提升主人27%+6090点攻击	0	partner01_026	1
36060	7	1	0	4	1	1	410300002	12	高级庇护	0	0	93606007	10000	1	2	0	3140	24587	24587	24587	24587	0	0	0	提升主人27%+3045点防御	提升主人27%+3045点防御	0	partner01_503	1
37010	7	1	0	2	1	1	410300002	3	低级治疗	23305	13	0	10000	0	1	93701027	3140	3123	3123	3123	3123	0	0	0	恢复灵宠自身5%+47714点生命，冷却15秒	主角被击法球：恢复5%+47714点生命，冷却15秒	0	partner01_303	1
37020	7	1	0	2	1	1	410300002	3	低级血祭	23012	13	0	10000	0	2	93701027	3140	3123	3123	3123	3123	0	0	0	将自身当前血量的11%转给主人，冷却15秒	主角被击法球：恢复5%+47714点生命，冷却15秒	0	partner01_028	1
37040	7	1	0	2	1	1	410300002	3	低级鼓舞	23021	13	0	10000	0	1	93704027	3140	3123	3123	3123	3123	0	0	0	增加自身53%+4700攻击，持续5秒，冷却15秒	主角攻击法球：增加自身53%+4700攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	7	1	0	2	1	1	410300002	3	低级战歌	23022	13	0	10000	0	1	93705027	3140	3123	3123	3123	3123	0	0	0	增加自身53%+2350防御，持续5秒，冷却15秒	主角被击法球：增加自身53%+2350防御，持续5秒，冷却15秒	0	partner01_601	1
37070	7	1	0	2	1	1	410300002	3	低级精准	23024	13	0	10000	0	1	93707027	3140	3123	3123	3123	3123	0	0	0	增加自身44%+1504命中，持续5秒，冷却15秒	主角攻击法球：增加自身44%+1504命中，持续5秒，冷却15秒	0	partner01_106	1
37080	7	1	0	3	1	1	410300002	6	中级治疗	23305	22	0	10000	0	1	93708027	3140	9292	9292	9292	9292	0	0	0	恢复灵宠自身5%+117330点生命，冷却15秒	主角被击法球：恢复5%+117330点生命，冷却15秒	0	partner01_303	1
37090	7	1	0	3	1	1	410300002	6	中级血祭	23012	22	0	10000	0	2	93708027	3140	9292	9292	9292	9292	0	0	0	将自身当前血量的15.5%转给主人，冷却15秒	主角被击法球：恢复5%+117330点生命，冷却15秒	0	partner01_028	1
37110	7	1	0	3	1	1	410300002	6	中级鼓舞	23021	22	0	10000	0	1	93711027	3140	9292	9292	9292	9292	0	0	0	增加自身68%+10316攻击，持续5秒，冷却15秒	主角攻击法球：增加自身68%+10316攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	7	1	0	3	1	1	410300002	6	中级战歌	23022	22	0	10000	0	1	93712027	3140	9292	9292	9292	9292	0	0	0	增加自身68%+5158防御，持续5秒，冷却15秒	主角被击法球：增加自身68%+5158防御，持续5秒，冷却15秒	0	partner01_601	1
37140	7	1	0	3	1	1	410300002	6	中级精准	23024	22	0	10000	0	1	93714027	3140	9292	9292	9292	9292	0	0	0	增加自身50%+2067命中，持续5秒，冷却15秒	主角攻击法球：增加自身50%+2067命中，持续5秒，冷却15秒	0	partner01_106	1
37150	7	1	0	4	1	1	410300002	12	高级治疗	23305	32	0	10000	0	1	93715027	3140	24587	24587	24587	24587	0	0	0	恢复灵宠自身5%+239863点生命，冷却15秒	主角被击法球：恢复5%+239863点生命，冷却15秒	0	partner01_303	1
37160	7	1	0	4	1	1	410300002	12	高级血祭	23012	32	0	10000	0	2	93715027	3140	24587	24587	24587	24587	0	0	0	将自身当前血量的20.5%转给主人，冷却15秒	主角被击法球：恢复5%+239863点生命，冷却15秒	0	partner01_028	1
37180	7	1	0	4	1	1	410300002	12	高级鼓舞	23021	32	0	10000	0	1	93718027	3140	24587	24587	24587	24587	0	0	0	增加自身83%+18270攻击，持续5秒，冷却15秒	主角攻击法球：增加自身83%+18270攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	7	1	0	4	1	1	410300002	12	高级战歌	23022	32	0	10000	0	1	93719027	3140	24587	24587	24587	24587	0	0	0	增加自身83%+9135防御，持续5秒，冷却15秒	主角被击法球：增加自身83%+9135防御，持续5秒，冷却15秒	0	partner01_601	1
37210	7	1	0	4	1	1	410300002	12	高级精准	23024	32	0	10000	0	1	93721027	3140	24587	24587	24587	24587	0	0	0	增加自身55%+3212命中，持续5秒，冷却15秒	主角攻击法球：增加自身55%+3212命中，持续5秒，冷却15秒	0	partner01_106	1
31010	8	1	0	2	1	1	410300002	6	低级炎皇火刹	23401	15	0	10000	0	0	93101028	4140	3470	3470	3470	3470	0	0	0	对目标造成239%双攻击+6772点伤害，冷却15秒	主角攻击法球：对目标造成239%双攻击+6772点伤害，冷却15秒	0	partner01_405	1
31020	8	1	0	2	1	1	410300002	6	低级狂击	23005	15	0	10000	0	0	93102028	4140	3470	3470	3470	3470	0	0	0	对目标造成95%双攻击+2700点伤害，冷却6秒	主角攻击法球：对目标造成95%双攻击+2700点伤害，冷却6秒	0	partner01_101	1
