装备ID(2位部位，2位职业，3位区分，1位颜色，1位流水)	有效标志位客户端无用	名称	部位(0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7护肩，8头盔，9鞋子,10翅膀，11VIP装备)	颜色(0白，1绿，2蓝，3紫，4金,5红,6暗金)	门派职业限制(0通用职业，11昆仑，21琉璃，31乾坤，41凤鸣)	等级下限	等级上限	境界下限	境界上限	表现类型	性别限制(0不限，1男，2女)	有效期限(填-1为无限期，单位秒)	允许续费(0到期删除，1到期不删除)	时间限制ID	允许超时(0不允许，1允许)	地点限制ID	允许离开(0不允许，1允许)	变身模板限制ID	绑定方式(0不绑定，1拾取绑，2使用绑)	出售设置(0随意出售，1提示出售，2不可出售)	出售货币	金币价格	鉴定规则ID	精炼规则ID	精炼上限	注魂规则ID	强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	基础属性池ID	蓝色属性条数上限	附加属性池ID1	精炼属性池ID	魂装属性池ID	套装ID	模型路径(路径要用/，用\时，\n**会被识别为换行)	模型类别(0轻剑；1重剑；2弓；3飞剑)	模型缩放(浮点数)	男图标前景ID（后面要把名字改为FontImageID_male）	男图标背景ID（后面要把名字改成BackImageID_male）	装备特效规则ID(2部位+2为职业+3位等级，只有武器和衣服)	装备描述	武器攻击间隔	是否广播	掉落特效	来源对象ID	掉落飞入特效	拍卖分类	拍卖价格	装备法球属性池ID	掉落上品彰显状态限制1（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	掉落极品彰显状态限制2（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	宝石装备位域（1圆、2方、4正）	神器标识	神器特殊战力	神技BUFFID	神技BUFF几率（绝对几率，万分比，不足一万以一万为分母，单件装备为分子，超过一万以总值为分母，每次触发时去掉已CD的）	BUFF的CD（秒）	BUFF持续时间（毫秒）	神器单件激活所需部位	神器激活属性ID	女图标前景ID	女图标背景ID 
3102120	1	神·狂骨	0	2	31	20	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	10600	21	13120	0	3102120	10000	10031210	3	30031210	20031210	100031220	0	0	0	1	item00_119	31_0_0h	0	千里月华开，傲气传狂骨。	1000	147467	1000024	3102120	1000004	0	0	0	60020000	60020001	7	1	8300	2001	800	5	3000	1	100031230	item00_119	31_0_0h
13102120	1	神·狂魔甲	1	2	31	30	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	10600	21	13121	0	13102120	10010	10131210	3	30131210	20131210	100131220	0	0	0	1	item00_119	31_0_1h	0	天地任我狂，仙魔皆为戮。	1000	147467	1000032	13102120	1000004	0	0	0	60120000	60120001	7	1	5000	2002	800	5	3000	2	100131230	item00_119	31_0_1h
23102120	1	神·狂魔带	2	2	31	50	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	10600	21	13122	0	23102120	10020	10231210	3	30231210	20231210	100231220	0	0	0	1	item00_119	31_0_2h	0	天地任我狂，仙魔皆为戮。	1000	147467	1000033	23102120	1000004	0	0	0	60220000	60220001	7	1	3400	2003	800	5	3000	3	100231230	item00_119	31_0_2h
33102120	1	神·狂魔裤	3	2	31	40	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	10600	21	13123	0	33102120	10030	10331210	3	30331210	20331210	100331220	0	0	0	1	item00_119	31_0_3h	0	天地任我狂，仙魔皆为戮。	1000	147467	1000029	33102120	1000004	0	0	0	60320000	60320001	7	1	5000	2004	800	5	3000	4	100331230	item00_119	31_0_3h
43102120	1	神·狂魔护腕	4	2	31	45	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	8800	22	13124	0	43102120	10040	10431210	3	30431210	20431210	100431220	0	0	0	1	item00_119	31_0_4h	0	天地任我狂，仙魔皆为戮。	1000	139291	1000030	43102120	1000004	0	0	0	60420000	60420001	7	1	3400	2005	800	5	3000	5	100431230	item00_119	31_0_4h
53102120	1	神·天罪	5	2	31	20	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	1500	23	13125	0	53102120	10050	10531210	3	30531210	20531210	100531220	0	0	0	1	item00_119	31_0_5h	0	傲然尘世中，问天有何罪？	1000	204827	1000031	53102120	1000004	0	0	0	60520000	60520001	7	1	3300	2006	800	5	3000	6	100531230	item00_119	31_0_5h
63102120	1	神·断情	6	2	31	38	7200	0	999	631	0	-1	0	0	0	0	0	0	1	0	203	1500	23	13126	0	63102120	10060	10631210	3	30631210	20631210	100631220	0	0	0	1	item00_119	31_0_6h	0	孤魂宿天地，断情引吭歌。	1000	204827	1000028	63102120	1000004	0	0	0	60620000	60620001	7	1	3300	2007	800	5	3000	7	100631230	item00_119	31_0_6h
73102120	1	神·狂魔护肩	7	2	31	35	7200	0	999	731	0	-1	0	0	0	0	0	0	1	0	5	8800	22	13127	0	73102120	10070	10731210	3	30731210	20731210	100731220	0	0	0	1	item00_119	31_0_7h	0	天地任我狂，仙魔皆为戮。	1000	139291	1000061	73102120	1000004	0	0	0	60720000	60720001	7	1	1700	2008	800	5	3000	8	100731230	item00_119	31_0_7h
83102120	1	神·狂魔盔	8	2	31	25	7200	0	999	831	0	-1	0	0	0	0	0	0	1	0	5	8800	22	13128	0	83102120	10080	10831210	3	30831210	20831210	100831220	0	0	0	1	item00_119	31_0_8h	0	天地任我狂，仙魔皆为戮。	1000	139291	1000060	83102120	1000004	0	0	0	60820000	60820001	7	1	3300	2009	800	5	3000	9	100831230	item00_119	31_0_8h
93102120	1	神·狂魔靴	9	2	31	55	7200	0	999	931	0	-1	0	0	0	0	0	0	1	0	5	8800	22	13129	0	93102120	10090	10931210	3	30931210	20931210	100931220	0	0	0	1	item00_119	31_0_9h	0	天地任我狂，仙魔皆为戮。	1000	139291	1000054	93102120	1000004	0	0	0	60920000	60920001	7	1	3300	2010	800	5	3000	0	100931230	item00_119	31_0_9h
3102130	1	神·万象	0	3	31	60	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	19200	31	13130	6	3102130	10000	10031310	3	30031310	20031310	100031320	1	0	0	1	item00_119	31_0_0h	0	圆光含万象,碎影入闲流。千牛影绰绰，一力破九霄。	1000	147483	1000024	3102130	1000004	0	0	0	60030000	60030001	7	1	14940	2001	800	5	3000	1	100031330	item00_119	31_0_0h
13102130	1	神·万象甲	1	3	31	66	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	19200	31	13131	6	13102130	10010	10131310	3	30131310	20131310	100131320	1	0	0	1	item00_119	31_0_1h	0	一鉴涵虚碧，万象悉其中。	1000	147483	1000032	13102130	1000004	0	0	0	60130000	60130001	7	1	9000	2002	800	5	3000	2	100131330	item00_119	31_0_1h
23102130	1	神·万象带	2	3	31	76	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	19200	31	13132	6	23102130	10020	10231310	3	30231310	20231310	100231320	1	0	0	1	item00_119	31_0_2h	0	一鉴涵虚碧，万象悉其中。	1000	147483	1000033	23102130	1000004	0	0	0	60230000	60230001	7	1	6120	2003	800	5	3000	3	100231330	item00_119	31_0_2h
33102130	1	神·万象裤	3	3	31	73	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	19200	31	13133	6	33102130	10030	10331310	3	30331310	20331310	100331320	1	0	0	1	item00_119	31_0_3h	0	一鉴涵虚碧，万象悉其中。	1000	147483	1000029	33102130	1000004	0	0	0	60330000	60330001	7	1	9000	2004	800	5	3000	4	100331330	item00_119	31_0_3h
43102130	1	神·万象护腕	4	3	31	75	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	16000	32	13134	6	43102130	10040	10431310	3	30431310	20431310	100431320	2	0	0	1	item00_119	31_0_4h	0	一鉴涵虚碧，万象悉其中。	1000	139323	1000030	43102130	1000004	0	0	0	60430000	60430001	7	1	6120	2005	800	5	3000	5	100431330	item00_119	31_0_4h
53102130	1	神·燧珑	5	3	31	60	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	3600	33	13135	6	53102130	10050	10531310	3	30531310	20531310	100531320	3	0	0	1	item00_119	31_0_5h	0	烽燧如火，玲珑如心。	1000	204859	1000031	53102130	1000004	0	0	0	60530000	60530001	7	1	5940	2006	800	5	3000	6	100531330	item00_119	31_0_5h
63102130	1	神·谛听	6	3	31	71	7200	0	999	631	0	-1	0	0	0	0	0	0	1	0	203	3600	33	13136	6	63102130	10060	10631310	3	30631310	20631310	100631320	3	0	0	1	item00_119	31_0_6h	0	谛听其魂，明辨是非。	1000	204859	1000028	63102130	1000004	0	0	0	60630000	60630001	7	1	5940	2007	800	5	3000	7	100631330	item00_119	31_0_6h
73102130	1	神·万象护肩	7	3	31	65	7200	0	999	731	0	-1	0	0	0	0	0	0	1	0	5	16000	32	13137	6	73102130	10070	10731310	3	30731310	20731310	100731320	2	0	0	1	item00_119	31_0_7h	0	一鉴涵虚碧，万象悉其中。	1000	139323	1000061	73102130	1000004	0	0	0	60730000	60730001	7	1	3060	2008	800	5	3000	8	100731330	item00_119	31_0_7h
83102130	1	神·万象盔	8	3	31	64	7200	0	999	831	0	-1	0	0	0	0	0	0	1	0	5	16000	32	13138	6	83102130	10080	10831310	3	30831310	20831310	100831320	2	0	0	1	item00_119	31_0_8h	0	一鉴涵虚碧，万象悉其中。	1000	139323	1000060	83102130	1000004	0	0	0	60830000	60830001	7	1	5940	2009	800	5	3000	9	100831330	item00_119	31_0_8h
93102130	1	神·万象靴	9	3	31	79	7200	0	999	931	0	-1	0	0	0	0	0	0	1	0	5	16000	32	13139	6	93102130	10090	10931310	3	30931310	20931310	100931320	2	0	0	1	item00_119	31_0_9h	0	一鉴涵虚碧，万象悉其中。	1000	139323	1000054	93102130	1000004	0	0	0	60930000	60930001	7	1	5940	2010	800	5	3000	0	100931330	item00_119	31_0_9h
3102140	1	神·天罡	0	4	31	1080	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	22000	41	13140	10	3102140	10000	10031410	3	30031410	20031410	100031420	1	0	0	1	item00_119	31_0_0h	0	天罡雷怒震九州，万物洞虚皆刍狗。	1000	147515	1000024	3102140	1000004	0	0	0	60040000	60040001	7	1	26892	2001	800	5	3000	1	100031430	item00_119	31_0_0h
13102140	1	神·天罡甲	1	4	31	1086	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	22000	41	13141	10	13102140	10010	10131410	3	30131410	20131410	100131420	1	0	0	1	item00_119	31_0_1h	0	举目天罡,万里征途迎曙光。	1000	147515	1000032	13102140	1000004	0	0	0	60140000	60140001	7	1	16200	2002	800	5	3000	2	100131430	item00_119	31_0_1h
23102140	1	神·天罡带	2	4	31	1096	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	22000	41	13142	10	23102140	10020	10231410	3	30231410	20231410	100231420	1	0	0	1	item00_119	31_0_2h	0	举目天罡,万里征途迎曙光。	1000	147515	1000033	23102140	1000004	0	0	0	60240000	60240001	7	1	11016	2003	800	5	3000	3	100231430	item00_119	31_0_2h
33102140	1	神·天罡裤	3	4	31	1093	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	22000	41	13143	10	33102140	10030	10331410	3	30331410	20331410	100331420	1	0	0	1	item00_119	31_0_3h	0	举目天罡,万里征途迎曙光。	1000	147515	1000029	33102140	1000004	0	0	0	60340000	60340001	7	1	16200	2004	800	5	3000	4	100331430	item00_119	31_0_3h
43102140	1	神·天罡护腕	4	4	31	1095	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	18000	42	13144	10	43102140	10040	10431410	3	30431410	20431410	100431420	2	0	0	1	item00_119	31_0_4h	0	举目天罡,万里征途迎曙光。	1000	139387	1000030	43102140	1000004	0	0	0	60440000	60440001	7	1	11016	2005	800	5	3000	5	100431430	item00_119	31_0_4h
53102140	1	神·煞影	5	4	31	1080	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	6600	43	13145	10	53102140	10050	10531410	3	30531410	20531410	100531420	3	0	0	1	item00_119	31_0_5h	0	高山夜枭鸣，煞影敛其形。	1000	204923	1000031	53102140	1000004	0	0	0	60540000	60540001	7	1	10692	2006	800	5	3000	6	100531430	item00_119	31_0_5h
63102140	1	神·惊寂	6	4	31	1091	7200	0	999	631	0	-1	0	0	0	0	0	0	1	0	203	6600	43	13146	10	63102140	10060	10631410	3	30631410	20631410	100631420	3	0	0	1	item00_119	31_0_6h	0	惊落梧桐，寂寥百年。	1000	204923	1000028	63102140	1000004	0	0	0	60640000	60640001	7	1	10692	2007	800	5	3000	7	100631430	item00_119	31_0_6h
73102140	1	神·天罡护肩	7	4	31	1085	7200	0	999	731	0	-1	0	0	0	0	0	0	1	0	5	18000	42	13147	10	73102140	10070	10731410	3	30731410	20731410	100731420	2	0	0	1	item00_119	31_0_7h	0	举目天罡,万里征途迎曙光。	1000	139387	1000061	73102140	1000004	0	0	0	60740000	60740001	7	1	5508	2008	800	5	3000	8	100731430	item00_119	31_0_7h
83102140	1	神·天罡盔	8	4	31	1084	7200	0	999	831	0	-1	0	0	0	0	0	0	1	0	5	18000	42	13148	10	83102140	10080	10831410	3	30831410	20831410	100831420	2	0	0	1	item00_119	31_0_8h	0	举目天罡,万里征途迎曙光。	1000	139387	1000060	83102140	1000004	0	0	0	60840000	60840001	7	1	10692	2009	800	5	3000	9	100831430	item00_119	31_0_8h
93102140	1	神·天罡靴	9	4	31	1099	7200	0	999	931	0	-1	0	0	0	0	0	0	1	0	5	18000	42	13149	10	93102140	10090	10931410	3	30931410	20931410	100931420	2	0	0	1	item00_119	31_0_9h	0	举目天罡,万里征途迎曙光。	1000	139387	1000054	93102140	1000004	0	0	0	60940000	60940001	7	1	10692	2010	800	5	3000	0	100931430	item00_119	31_0_9h
3102150	1	神·江山	0	5	31	2100	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	26000	51	13150	10	3102150	10000	10031510	3	30031510	20031510	100031520	1	0	0	1	item00_119	31_0_0h	0	三千里地山河，如聚如怒几干戈。	1000	147579	1000024	3102150	1000004	0	0	0	60050000	60050001	7	1	48406	2001	800	5	3000	1	100031530	item00_119	31_0_0h
13102150	1	神·山河甲	1	5	31	2106	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	26000	51	13151	10	13102150	10010	10131510	3	30131510	20131510	100131520	1	0	0	1	item00_119	31_0_1h	0	聚山河之日月，耀九州之风华。	1000	147579	1000032	13102150	1000004	0	0	0	60150000	60150001	7	1	29160	2002	800	5	3000	2	100131530	item00_119	31_0_1h
23102150	1	神·山河带	2	5	31	2116	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	26000	51	13152	10	23102150	10020	10231510	3	30231510	20231510	100231520	1	0	0	1	item00_119	31_0_2h	0	聚山河之日月，耀九州之风华。	1000	147579	1000033	23102150	1000004	0	0	0	60250000	60250001	7	1	19829	2003	800	5	3000	3	100231530	item00_119	31_0_2h
33102150	1	神·山河裤	3	5	31	2113	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	26000	51	13153	10	33102150	10030	10331510	3	30331510	20331510	100331520	1	0	0	1	item00_119	31_0_3h	0	聚山河之日月，耀九州之风华。	1000	147579	1000029	33102150	1000004	0	0	0	60350000	60350001	7	1	29160	2004	800	5	3000	4	100331530	item00_119	31_0_3h
43102150	1	神·山河护腕	4	5	31	2115	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	22000	52	13154	10	43102150	10040	10431510	3	30431510	20431510	100431520	2	0	0	1	item00_119	31_0_4h	0	聚山河之日月，耀九州之风华。	1000	139515	1000030	43102150	1000004	0	0	0	60450000	60450001	7	1	19829	2005	800	5	3000	5	100431530	item00_119	31_0_4h
53102150	1	神·皇影	5	5	31	2100	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	7000	53	13155	10	53102150	10050	10531510	3	30531510	20531510	100531520	3	0	0	1	item00_119	31_0_5h	0	玉皇开碧落，后土望其影。	1000	205051	1000031	53102150	1000004	0	0	0	60550000	60550001	7	1	19246	2006	800	5	3000	6	100531530	item00_119	31_0_5h
63102150	1	神·天戒	6	5	31	2111	7200	0	999	631	0	-1	0	0	0	0	0	0	1	0	203	7000	53	13156	10	63102150	10060	10631510	3	30631510	20631510	100631520	3	0	0	1	item00_119	31_0_6h	0	克谨天戒，以慰天灵。	1000	205051	1000028	63102150	1000004	0	0	0	60650000	60650001	7	1	19246	2007	800	5	3000	7	100631530	item00_119	31_0_6h
73102150	1	神·山河护肩	7	5	31	2105	7200	0	999	731	0	-1	0	0	0	0	0	0	1	0	5	22000	52	13157	10	73102150	10070	10731510	3	30731510	20731510	100731520	2	0	0	1	item00_119	31_0_7h	0	聚山河之日月，耀九州之风华。	1000	139515	1000061	73102150	1000004	0	0	0	60750000	60750001	7	1	9914	2008	800	5	3000	8	100731530	item00_119	31_0_7h
83102150	1	神·山河盔	8	5	31	2104	7200	0	999	831	0	-1	0	0	0	0	0	0	1	0	5	22000	52	13158	10	83102150	10080	10831510	3	30831510	20831510	100831520	2	0	0	1	item00_119	31_0_8h	0	聚山河之日月，耀九州之风华。	1000	139515	1000060	83102150	1000004	0	0	0	60850000	60850001	7	1	19246	2009	800	5	3000	9	100831530	item00_119	31_0_8h
93102150	1	神·山河履	9	5	31	2119	7200	0	999	931	0	-1	0	0	0	0	0	0	1	0	5	22000	52	13159	10	93102150	10090	10931510	3	30931510	20931510	100931520	2	0	0	1	item00_119	31_0_9h	0	聚山河之日月，耀九州之风华。	1000	139515	1000054	93102150	1000004	0	0	0	60950000	60950001	7	1	19246	2010	800	5	3000	0	100931530	item00_119	31_0_9h
3102160	1	神·偃月	0	6	31	3120	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	34000	61	13160	10	3102160	10000	10031610	3	30031610	20031610	100031620	1	0	0	1	item00_119	31_0_0h	0	偃月横空，龙华乍现。	1000	155643	1000024	3102160	1000004	0	0	0	60060000	60060001	7	1	87131	2001	800	5	3000	1	100031630	item00_119	31_0_0h
13102160	1	神·龙华甲	1	6	31	3126	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	34000	61	13161	10	13102160	10010	10131610	3	30131610	20131610	100131620	1	0	0	1	item00_119	31_0_1h	0	神龙居深池，时有龙华薄天。	1000	155643	1000032	13102160	1000004	0	0	0	60160000	60160001	7	1	52488	2002	800	5	3000	2	100131630	item00_119	31_0_1h
23102160	1	神·龙华带	2	6	31	3136	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	34000	61	13162	10	23102160	10020	10231610	3	30231610	20231610	100231620	1	0	0	1	item00_119	31_0_2h	0	神龙居深池，时有龙华薄天。	1000	155643	1000033	23102160	1000004	0	0	0	60260000	60260001	7	1	35692	2003	800	5	3000	3	100231630	item00_119	31_0_2h
33102160	1	神·龙华裤	3	6	31	3133	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	34000	61	13163	10	33102160	10030	10331610	3	30331610	20331610	100331620	1	0	0	1	item00_119	31_0_3h	0	神龙居深池，时有龙华薄天。	1000	155643	1000029	33102160	1000004	0	0	0	60360000	60360001	7	1	52488	2004	800	5	3000	4	100331630	item00_119	31_0_3h
43102160	1	神·龙华护腕	4	6	31	3135	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	28000	62	13164	10	43102160	10040	10431610	3	30431610	20431610	100431620	2	0	0	1	item00_119	31_0_4h	0	神龙居深池，时有龙华薄天。	1000	147451	1000030	43102160	1000004	0	0	0	60460000	60460001	7	1	35692	2005	800	5	3000	5	100431630	item00_119	31_0_4h
53102160	1	神·晓曙	5	6	31	3120	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	8600	63	13165	10	53102160	10050	10531610	3	30531610	20531610	100531620	3	0	0	1	item00_119	31_0_5h	0	云龙破晓，曙光天南来。	1000	212987	1000031	53102160	1000004	0	0	0	60560000	60560001	7	1	34643	2006	800	5	3000	6	100531630	item00_119	31_0_5h
63102160	1	神·螭纹	6	6	31	3131	7200	0	999	631	0	-1	0	0	0	0	0	0	1	0	203	8600	63	13166	10	63102160	10060	10631610	3	30631610	20631610	100631620	3	0	0	1	item00_119	31_0_6h	0	戒上螭龙舞，阵阵摄魂声。	1000	212987	1000028	63102160	1000004	0	0	0	60660000	60660001	7	1	34643	2007	800	5	3000	7	100631630	item00_119	31_0_6h
73102160	1	神·龙华护肩	7	6	31	3125	7200	0	999	731	0	-1	0	0	0	0	0	0	1	0	5	28000	62	13167	10	73102160	10070	10731610	3	30731610	20731610	100731620	2	0	0	1	item00_119	31_0_7h	0	神龙居深池，时有龙华薄天。	1000	147451	1000061	73102160	1000004	0	0	0	60760000	60760001	7	1	17845	2008	800	5	3000	8	100731630	item00_119	31_0_7h
83102160	1	神·龙华盔	8	6	31	3124	7200	0	999	831	0	-1	0	0	0	0	0	0	1	0	5	28000	62	13168	10	83102160	10080	10831610	3	30831610	20831610	100831620	2	0	0	1	item00_119	31_0_8h	0	神龙居深池，时有龙华薄天。	1000	147451	1000060	83102160	1000004	0	0	0	60860000	60860001	7	1	34643	2009	800	5	3000	9	100831630	item00_119	31_0_8h
93102160	1	神·龙华靴	9	6	31	3139	7200	0	999	931	0	-1	0	0	0	0	0	0	1	0	5	28000	62	13169	10	93102160	10090	10931610	3	30931610	20931610	100931620	2	0	0	1	item00_119	31_0_9h	0	神龙居深池，时有龙华薄天。	1000	147451	1000054	93102160	1000004	0	0	0	60960000	60960001	7	1	34643	2010	800	5	3000	0	100931630	item00_119	31_0_9h
3102170	1	神·弑日	0	7	31	4140	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	40000	71	13170	10	3102170	10000	10031710	3	30031710	20031710	100031720	1	0	0	1	item00_119	31_0_0h	0	天阻其道，弑日屠天。	1000	155643	1000024	3102170	1000004	0	0	0	60070000	60070001	7	1	156836	2001	800	5	3000	1	100031730	item00_119	31_0_0h
13102170	1	神·荒火甲	1	7	31	4146	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	40000	71	13171	10	13102170	10010	10131710	3	30131710	20131710	100131720	1	0	0	1	item00_119	31_0_1h	0	荒火灼神，毁天灭地。	1000	155643	1000032	13102170	1000004	0	0	0	60170000	60170001	7	1	94478	2002	800	5	3000	2	100131730	item00_119	31_0_1h
23102170	1	神·荒火带	2	7	31	4156	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	40000	71	13172	10	23102170	10020	10231710	3	30231710	20231710	100231720	1	0	0	1	item00_119	31_0_2h	0	荒火灼神，毁天灭地。	1000	155643	1000033	23102170	1000004	0	0	0	60270000	60270001	7	1	64246	2003	800	5	3000	3	100231730	item00_119	31_0_2h
33102170	1	神·荒火裤	3	7	31	4153	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	40000	71	13173	10	33102170	10030	10331710	3	30331710	20331710	100331720	1	0	0	1	item00_119	31_0_3h	0	荒火灼神，毁天灭地。	1000	155643	1000029	33102170	1000004	0	0	0	60370000	60370001	7	1	94478	2004	800	5	3000	4	100331730	item00_119	31_0_3h
43102170	1	神·荒火护腕	4	7	31	4155	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	34000	72	13174	10	43102170	10040	10431710	3	30431710	20431710	100431720	2	0	0	1	item00_119	31_0_4h	0	荒火灼神，毁天灭地。	1000	147451	1000030	43102170	1000004	0	0	0	60470000	60470001	7	1	64246	2005	800	5	3000	5	100431730	item00_119	31_0_4h
53102170	1	神·无象	5	7	31	4140	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	10600	73	13175	10	53102170	10050	10531710	3	30531710	20531710	100531720	3	0	0	1	item00_119	31_0_5h	0	念生万象,无念无象。	1000	212987	1000031	53102170	1000004	0	0	0	60570000	60570001	7	1	62357	2006	800	5	3000	6	100531730	item00_119	31_0_5h
63102170	1	神·无念	6	7	31	4151	7200	0	999	631	0	-1	0	0	0	0	0	0	1	0	203	10600	73	13176	10	63102170	10060	10631710	3	30631710	20631710	100631720	3	0	0	1	item00_119	31_0_6h	0	念生万象,无念无象。	1000	212987	1000028	63102170	1000004	0	0	0	60670000	60670001	7	1	62357	2007	800	5	3000	7	100631730	item00_119	31_0_6h
73102170	1	神·荒火护肩	7	7	31	4145	7200	0	999	731	0	-1	0	0	0	0	0	0	1	0	5	34000	72	13177	10	73102170	10070	10731710	3	30731710	20731710	100731720	2	0	0	1	item00_119	31_0_7h	0	荒火灼神，毁天灭地。	1000	147451	1000061	73102170	1000004	0	0	0	60770000	60770001	7	1	32121	2008	800	5	3000	8	100731730	item00_119	31_0_7h
83102170	1	神·荒火盔	8	7	31	4144	7200	0	999	831	0	-1	0	0	0	0	0	0	1	0	5	34000	72	13178	10	83102170	10080	10831710	3	30831710	20831710	100831720	2	0	0	1	item00_119	31_0_8h	0	荒火灼神，毁天灭地。	1000	147451	1000060	83102170	1000004	0	0	0	60870000	60870001	7	1	62357	2009	800	5	3000	9	100831730	item00_119	31_0_8h
93102170	1	神·荒火靴	9	7	31	4159	7200	0	999	931	0	-1	0	0	0	0	0	0	1	0	5	34000	72	13179	10	93102170	10090	10931710	3	30931710	20931710	100931720	2	0	0	1	item00_119	31_0_9h	0	荒火灼神，毁天灭地。	1000	147451	1000054	93102170	1000004	0	0	0	60970000	60970001	7	1	62357	2010	800	5	3000	0	100931730	item00_119	31_0_9h
3102180	1	神·刑宇	0	8	31	5160	7200	0	999	31	0	-1	0	0	0	0	0	0	1	0	5	48000	81	13180	10	3102180	10000	10031810	3	30031810	20031810	100031820	1	0	0	1	item00_119	31_0_0h	0	刑宇灭仙，唯我独尊。	1000	155643	1000024	3102180	1000004	0	0	0	60080000	60080001	7	1	282305	2001	800	5	3000	1	100031830	item00_119	31_0_0h
13102180	1	神·幽屠甲	1	8	31	5166	7200	0	999	131	0	-1	0	0	0	0	0	0	1	0	5	48000	81	13181	10	13102180	10010	10131810	3	30131810	20131810	100131820	1	0	0	1	item00_119	31_0_1h	0	幽屠破不周，唯我永不灭。	1000	155643	1000032	13102180	1000004	0	0	0	60180000	60180001	7	1	170060	2002	800	5	3000	2	100131830	item00_119	31_0_1h
23102180	1	神·幽屠带	2	8	31	5176	7200	0	999	231	0	-1	0	0	0	0	0	0	1	0	5	48000	81	13182	10	23102180	10020	10231810	3	30231810	20231810	100231820	1	0	0	1	item00_119	31_0_2h	0	幽屠破不周，唯我永不灭。	1000	155643	1000033	23102180	1000004	0	0	0	60280000	60280001	7	1	115643	2003	800	5	3000	3	100231830	item00_119	31_0_2h
33102180	1	神·幽屠裤	3	8	31	5173	7200	0	999	331	0	-1	0	0	0	0	0	0	1	0	5	48000	81	13183	10	33102180	10030	10331810	3	30331810	20331810	100331820	1	0	0	1	item00_119	31_0_3h	0	幽屠破不周，唯我永不灭。	1000	155643	1000029	33102180	1000004	0	0	0	60380000	60380001	7	1	170060	2004	800	5	3000	4	100331830	item00_119	31_0_3h
43102180	1	神·幽屠护腕	4	8	31	5175	7200	0	999	431	0	-1	0	0	0	0	0	0	1	0	5	40000	82	13184	10	43102180	10040	10431810	3	30431810	20431810	100431820	2	0	0	1	item00_119	31_0_4h	0	幽屠破不周，唯我永不灭。	1000	147451	1000030	43102180	1000004	0	0	0	60480000	60480001	7	1	115643	2005	800	5	3000	5	100431830	item00_119	31_0_4h
53102180	1	神·喋血	5	8	31	5160	7200	0	999	531	0	-1	0	0	0	0	0	0	1	0	203	13000	83	13185	10	53102180	10050	10531810	3	30531810	20531810	100531820	3	0	0	1	item00_119	31_0_5h	0	喋血元破，刀皇不灭心。	1000	212987	1000031	53102180	1000004	0	0	0	60580000	60580001	7	1	112243	2006	800	5	3000	6	100531830	item00_119	31_0_5h
