属性池ID(1位类型<1白点2精炼属性池3蓝色属性池4法球属性池5称号属性池（5开头，5000+2位流水++1位流水+1位流水：占段走流水号），6系统（活动或玩法或系统ID,70（仙道秘法，2位职业+2位大境界+1位小层次）），7符印属性池（8+5位携带类型+2位流水）8坐骑外观属性池（80+外观ID，8+坐骑ID+1位流水）9伙伴属性池>+2位部位+2位职业+1位颜色+1位魂神+1位流水)(白色属性最多3条，蓝色属性最多5条，装备下上极品按照第一条白色属性品质来算)	副键流水号	有效标志	属性类型(1，为属性值；2为百分比属性，3，为主动技能；4为被动技能；5为技能天赋，6为主动攻击法球，7为被击触发法球，8为破招法球，9为格挡法球，10符印天地人(<0无，1天，2地，3人>)	属性枚举类型（法球对应的技能iD）	生成几率（法球的触发几率）	付费生成几率	品质1下属性等级（法球CD，单位秒），符印1档属性	品质2下属性等级（法球对应的技能等级），符印2档属性	品质3下属性等级，法球的时候代表法球加到玩家身上是否处于CD中（0是加上后要先走一遍CD、1是加上后可以立马被触发），，符印3档属性	品质4下属性等级，符印4档属性	品质5下属性等级，符印5档属性	品质6下属性等级，符印6档属性	品质7下属性等级，符印7档属性	品质8下属性等级，符印8档属性	品质9下属性等级，符印9档属性	品质10下属性等级，符印10档属性	品质11下属性等级（逆天封顶值，实际上不存在第11档，必定逆天时才用），符印10档属性满	品质1下属性的战力值	品质2下属性的战力值	品质3下属性的战力值	品质4下属性的战力值	品质5下属性的战力值	品质6下属性的战力值	品质7下属性的战力值	品质8下属性的战力值	品质9下属性的战力值	品质10下属性的战力值	品质11下属性的战力值	品质系数ID	通用参数(强化时为放大系数，精炼时为所属星级)，符印的话（0无，1天，2地，3人） 
20441700	1	1	1	1065	10000	10000	181	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20441700	2	1	1	1007	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20441700	3	1	1	1011	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20441700	4	1	1	1065	10000	10000	361	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20441700	5	1	1	1007	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20441700	6	1	1	1011	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20441700	7	1	1	1065	10000	10000	542	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20441700	8	1	1	1011	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20441700	9	1	1	1007	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20441700	10	1	1	1065	10000	10000	722	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20541700	1	1	1	1065	10000	10000	181	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20541700	2	1	1	1007	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20541700	3	1	1	1011	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20541700	4	1	1	1065	10000	10000	361	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20541700	5	1	1	1007	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20541700	6	1	1	1011	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20541700	7	1	1	1065	10000	10000	542	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20541700	8	1	1	1011	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20541700	9	1	1	1007	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20541700	10	1	1	1065	10000	10000	722	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20641700	1	1	1	1065	10000	10000	181	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20641700	2	1	1	1006	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20641700	3	1	1	1075	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20641700	4	1	1	1065	10000	10000	361	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20641700	5	1	1	1006	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20641700	6	1	1	1075	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20641700	7	1	1	1065	10000	10000	542	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20641700	8	1	1	1075	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20641700	9	1	1	1006	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20641700	10	1	1	1065	10000	10000	722	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20741700	1	1	1	1072	10000	10000	9527	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20741700	2	1	1	1006	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20741700	3	1	1	1075	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20741700	4	1	1	1072	10000	10000	19054	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20741700	5	1	1	1006	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20741700	6	1	1	1075	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20741700	7	1	1	1072	10000	10000	28581	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20741700	8	1	1	1075	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20741700	9	1	1	1006	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20741700	10	1	1	1072	10000	10000	38108	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20841700	1	1	1	1070	10000	10000	679	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20841700	2	1	1	1074	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20841700	3	1	1	1005	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20841700	4	1	1	1070	10000	10000	1356	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20841700	5	1	1	1074	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20841700	6	1	1	1005	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20841700	7	1	1	1070	10000	10000	2035	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20841700	8	1	1	1005	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20841700	9	1	1	1074	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20841700	10	1	1	1070	10000	10000	2714	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20941700	1	1	1	1072	10000	10000	9527	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20941700	2	1	1	1074	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20941700	3	1	1	1005	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20941700	4	1	1	1072	10000	10000	19054	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20941700	5	1	1	1074	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20941700	6	1	1	1005	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20941700	7	1	1	1072	10000	10000	28581	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20941700	8	1	1	1005	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20941700	9	1	1	1074	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20941700	10	1	1	1072	10000	10000	38108	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20041800	1	1	1	1070	10000	10000	853	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20041800	2	1	1	1007	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20041800	3	1	1	1011	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20041800	4	1	1	1070	10000	10000	1705	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20041800	5	1	1	1007	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20041800	6	1	1	1011	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20041800	7	1	1	1070	10000	10000	2559	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20041800	8	1	1	1011	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20041800	9	1	1	1007	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20041800	10	1	1	1070	10000	10000	3411	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20141800	1	1	1	1068	10000	10000	546	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20141800	2	1	1	1010	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20141800	3	1	1	1008	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20141800	4	1	1	1068	10000	10000	1092	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20141800	5	1	1	1010	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20141800	6	1	1	1008	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20141800	7	1	1	1068	10000	10000	1638	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20141800	8	1	1	1008	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20141800	9	1	1	1010	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20141800	10	1	1	1068	10000	10000	2184	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20241800	1	1	1	1072	10000	10000	12295	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20241800	2	1	1	1006	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20241800	3	1	1	1075	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20241800	4	1	1	1072	10000	10000	24590	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20241800	5	1	1	1006	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20241800	6	1	1	1075	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20241800	7	1	1	1072	10000	10000	36886	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20241800	8	1	1	1075	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20241800	9	1	1	1006	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20241800	10	1	1	1072	10000	10000	49181	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20341800	1	1	1	1071	10000	10000	546	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20341800	2	1	1	1010	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20341800	3	1	1	1008	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20341800	4	1	1	1071	10000	10000	1092	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20341800	5	1	1	1010	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20341800	6	1	1	1008	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20341800	7	1	1	1071	10000	10000	1638	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20341800	8	1	1	1008	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20341800	9	1	1	1010	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20341800	10	1	1	1071	10000	10000	2184	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20441800	1	1	1	1065	10000	10000	227	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20441800	2	1	1	1007	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20441800	3	1	1	1011	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20441800	4	1	1	1065	10000	10000	454	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20441800	5	1	1	1007	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20441800	6	1	1	1011	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20441800	7	1	1	1065	10000	10000	681	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20441800	8	1	1	1011	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20441800	9	1	1	1007	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20441800	10	1	1	1065	10000	10000	908	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20541800	1	1	1	1065	10000	10000	227	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20541800	2	1	1	1007	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20541800	3	1	1	1011	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20541800	4	1	1	1065	10000	10000	454	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20541800	5	1	1	1007	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20541800	6	1	1	1011	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20541800	7	1	1	1065	10000	10000	681	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20541800	8	1	1	1011	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20541800	9	1	1	1007	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20541800	10	1	1	1065	10000	10000	908	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20641800	1	1	1	1065	10000	10000	227	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20641800	2	1	1	1006	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20641800	3	1	1	1075	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20641800	4	1	1	1065	10000	10000	454	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20641800	5	1	1	1006	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20641800	6	1	1	1075	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20641800	7	1	1	1065	10000	10000	681	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20641800	8	1	1	1075	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20641800	9	1	1	1006	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20641800	10	1	1	1065	10000	10000	908	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20741800	1	1	1	1072	10000	10000	12295	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20741800	2	1	1	1006	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20741800	3	1	1	1075	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20741800	4	1	1	1072	10000	10000	24590	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20741800	5	1	1	1006	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20741800	6	1	1	1075	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20741800	7	1	1	1072	10000	10000	36886	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20741800	8	1	1	1075	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20741800	9	1	1	1006	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20741800	10	1	1	1072	10000	10000	49181	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20841800	1	1	1	1070	10000	10000	853	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20841800	2	1	1	1074	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20841800	3	1	1	1005	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20841800	4	1	1	1070	10000	10000	1705	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20841800	5	1	1	1074	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20841800	6	1	1	1005	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20841800	7	1	1	1070	10000	10000	2559	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20841800	8	1	1	1005	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20841800	9	1	1	1074	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20841800	10	1	1	1070	10000	10000	3411	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20941800	1	1	1	1072	10000	10000	12295	0	0	0	0	0	0	0	0	0	0	3485	0	0	0	0	0	0	0	0	0	0	201	1
20941800	2	1	1	1074	10000	10000	406	0	0	0	0	0	0	0	0	0	0	4356	0	0	0	0	0	0	0	0	0	0	201	2
20941800	3	1	1	1005	10000	10000	507	0	0	0	0	0	0	0	0	0	0	5445	0	0	0	0	0	0	0	0	0	0	201	3
20941800	4	1	1	1072	10000	10000	24590	0	0	0	0	0	0	0	0	0	0	6970	0	0	0	0	0	0	0	0	0	0	201	4
20941800	5	1	1	1074	10000	10000	710	0	0	0	0	0	0	0	0	0	0	8016	0	0	0	0	0	0	0	0	0	0	201	5
20941800	6	1	1	1005	10000	10000	811	0	0	0	0	0	0	0	0	0	0	9218	0	0	0	0	0	0	0	0	0	0	201	6
20941800	7	1	1	1072	10000	10000	36886	0	0	0	0	0	0	0	0	0	0	10460	0	0	0	0	0	0	0	0	0	0	201	7
20941800	8	1	1	1005	10000	10000	1116	0	0	0	0	0	0	0	0	0	0	11506	0	0	0	0	0	0	0	0	0	0	201	8
20941800	9	1	1	1074	10000	10000	1623	0	0	0	0	0	0	0	0	0	0	12657	0	0	0	0	0	0	0	0	0	0	201	9
20941800	10	1	1	1072	10000	10000	49181	0	0	0	0	0	0	0	0	0	0	13945	0	0	0	0	0	0	0	0	0	0	201	10
20041900	1	1	1	1070	10000	10000	1103	0	0	0	0	0	0	0	0	0	0	5997	0	0	0	0	0	0	0	0	0	0	201	1
20041900	2	1	1	1007	10000	10000	520	0	0	0	0	0	0	0	0	0	0	7496	0	0	0	0	0	0	0	0	0	0	201	2
20041900	3	1	1	1011	10000	10000	650	0	0	0	0	0	0	0	0	0	0	9370	0	0	0	0	0	0	0	0	0	0	201	3
20041900	4	1	1	1070	10000	10000	2206	0	0	0	0	0	0	0	0	0	0	12002	0	0	0	0	0	0	0	0	0	0	201	4
20041900	5	1	1	1007	10000	10000	910	0	0	0	0	0	0	0	0	0	0	13802	0	0	0	0	0	0	0	0	0	0	201	5
20041900	6	1	1	1011	10000	10000	1040	0	0	0	0	0	0	0	0	0	0	15872	0	0	0	0	0	0	0	0	0	0	201	6
20041900	7	1	1	1070	10000	10000	3309	0	0	0	0	0	0	0	0	0	0	17999	0	0	0	0	0	0	0	0	0	0	201	7
20041900	8	1	1	1011	10000	10000	1430	0	0	0	0	0	0	0	0	0	0	19799	0	0	0	0	0	0	0	0	0	0	201	8
20041900	9	1	1	1007	10000	10000	2080	0	0	0	0	0	0	0	0	0	0	21779	0	0	0	0	0	0	0	0	0	0	201	9
20041900	10	1	1	1070	10000	10000	4413	0	0	0	0	0	0	0	0	0	0	24004	0	0	0	0	0	0	0	0	0	0	201	10
20141900	1	1	1	1068	10000	10000	706	0	0	0	0	0	0	0	0	0	0	5997	0	0	0	0	0	0	0	0	0	0	201	1
20141900	2	1	1	1010	10000	10000	520	0	0	0	0	0	0	0	0	0	0	7496	0	0	0	0	0	0	0	0	0	0	201	2
20141900	3	1	1	1008	10000	10000	650	0	0	0	0	0	0	0	0	0	0	9370	0	0	0	0	0	0	0	0	0	0	201	3
20141900	4	1	1	1068	10000	10000	1413	0	0	0	0	0	0	0	0	0	0	12002	0	0	0	0	0	0	0	0	0	0	201	4
20141900	5	1	1	1010	10000	10000	910	0	0	0	0	0	0	0	0	0	0	13802	0	0	0	0	0	0	0	0	0	0	201	5
20141900	6	1	1	1008	10000	10000	1040	0	0	0	0	0	0	0	0	0	0	15872	0	0	0	0	0	0	0	0	0	0	201	6
20141900	7	1	1	1068	10000	10000	2119	0	0	0	0	0	0	0	0	0	0	17999	0	0	0	0	0	0	0	0	0	0	201	7
20141900	8	1	1	1008	10000	10000	1430	0	0	0	0	0	0	0	0	0	0	19799	0	0	0	0	0	0	0	0	0	0	201	8
20141900	9	1	1	1010	10000	10000	2080	0	0	0	0	0	0	0	0	0	0	21779	0	0	0	0	0	0	0	0	0	0	201	9
20141900	10	1	1	1068	10000	10000	2826	0	0	0	0	0	0	0	0	0	0	24004	0	0	0	0	0	0	0	0	0	0	201	10
20241900	1	1	1	1072	10000	10000	16033	0	0	0	0	0	0	0	0	0	0	5997	0	0	0	0	0	0	0	0	0	0	201	1
20241900	2	1	1	1006	10000	10000	520	0	0	0	0	0	0	0	0	0	0	7496	0	0	0	0	0	0	0	0	0	0	201	2
20241900	3	1	1	1075	10000	10000	650	0	0	0	0	0	0	0	0	0	0	9370	0	0	0	0	0	0	0	0	0	0	201	3
20241900	4	1	1	1072	10000	10000	32066	0	0	0	0	0	0	0	0	0	0	12002	0	0	0	0	0	0	0	0	0	0	201	4
20241900	5	1	1	1006	10000	10000	910	0	0	0	0	0	0	0	0	0	0	13802	0	0	0	0	0	0	0	0	0	0	201	5
20241900	6	1	1	1075	10000	10000	1040	0	0	0	0	0	0	0	0	0	0	15872	0	0	0	0	0	0	0	0	0	0	201	6
20241900	7	1	1	1072	10000	10000	48099	0	0	0	0	0	0	0	0	0	0	17999	0	0	0	0	0	0	0	0	0	0	201	7
20241900	8	1	1	1075	10000	10000	1430	0	0	0	0	0	0	0	0	0	0	19799	0	0	0	0	0	0	0	0	0	0	201	8
20241900	9	1	1	1006	10000	10000	2080	0	0	0	0	0	0	0	0	0	0	21779	0	0	0	0	0	0	0	0	0	0	201	9
20241900	10	1	1	1072	10000	10000	64131	0	0	0	0	0	0	0	0	0	0	24004	0	0	0	0	0	0	0	0	0	0	201	10
20341900	1	1	1	1071	10000	10000	706	0	0	0	0	0	0	0	0	0	0	5997	0	0	0	0	0	0	0	0	0	0	201	1
20341900	2	1	1	1010	10000	10000	520	0	0	0	0	0	0	0	0	0	0	7496	0	0	0	0	0	0	0	0	0	0	201	2
