道具ID(9位，4位表现分类+3位等级+2位流水；道具ID首位从3开始，由于道具和装备同一套规划，所以ID段划分。300000000~900000000之间为道具，卡牌为5开头。9为虚拟装备)	有效标志	道具名	表现分类，对应另外一张配置表，这里配的是表现分类ID，规则就是道具ID的前四位	颜色(0白（废弃不要用），1绿，2蓝，3紫，4橙，5青，6红，7粉)	背包位置(0普通道具背包，1碎片)	有效期，-1为无限期，大于0则为道具的存在时间，单位为秒	绑定方式(0不绑定，1获得绑定，2使用绑定)	消耗数量，每次使用道具消耗的数量，碎片类的在TIPS上显示就是合成的数量	叠加上限	出售货币（填0不可出售-出售价格必须为1、大于10000表示道具）	出售价格	等级限制下限	等级限制上限	境界限制下限	境界限制上限	无用字段（原来是次数限制，但已经改成走消耗系统了）	效果对象（0角色，1宠物）	效果类型（0无用，1事件，2drop型宝箱（客户端不预览，dropid+成就ID+是否播放表现），3永久属性，4经文碎片（自动使用），5获得灵宠，6获得招式，7获得法器，8获得血脉，9获得血脉精血，10灵宠灵元，11灵宠亲密度，12战斗力宝箱(掉落id+战力)，13次数限制，14成就触发，15使用技能，16称号，17藏宝图（事件ID、展示奖励ID、地点ID），18获得坐骑（参数1坐骑ID，参数2持续时间），19提升膜拜等级（叁数1物品使用要求的玩家光荣榜等级、叁数2物品使用后玩家光荣榜的等级），20获得学院DKP，21醒酒道具，22灵宠技能书，23获得组队经验加成状态（参数1：加成后的百分比(双倍就是200)，参数2：加成的时间：单位秒），24周月卡（参数1类型位域<月卡2+周卡1>，参数2持续时间<单位秒>，25情缘赏花道具(不能销毁），26reward型宝箱（客户端有预览，可以自动使用，参数1ID，参数2是否弹黑框），27修炼酒，28奖励多选，29时装激活，30限时时装，31喜帖，32红包参数1填祝福ID,33改名道具，34改性别道具，36地宫钥匙，37主播礼物--可能没用了）	效果参数1（类型为0则无用，事件ID，掉落ID，属性枚举，经文类别，成就ID下限）	效果参数2（类型为0则无用，技能等级，掉落无用，属性数值，事件无用，次数无用，称号无用，成就ID上限）	效果参数3（成就触发次数）	效果参数4（0标识此绑定继续走掉落规则决定是否绑定，1标识由服务器通用规则来决定是否绑定）	任选礼包展示（如果坐骑礼包、宠物礼包这种的选择类道具，这个地方配一个NPC_type来显示模型）	特殊消耗类型（0无特殊消耗，1对应消耗表ID）	特殊消耗参数1(0无用，1为对应消耗表的副ID)	状态限制ID(特殊消耗参数2)	地点限制ID(特殊消耗参数3)	删除方式(0无，1跳副本删除)	是否自动使用(0不自动，1为自动使用，需与掉落配合)	获得广播说明(位域，0不广播，1掉落拾取，2开宝箱,4制造广播，2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	拍卖分类	摆摊价格	特殊标示位（位域，1该道具是否可以赠送）	读条类型	读条时间，毫秒	男图标前景ID（后面要改名成FontImageID_male）	女图标前景ID	男图标背景ID（后面要改名成BackImageID_male）	女图标背景ID	掉落图标ID	掉落特效ID	合成预览ID(根据职业不同配置不同，示例（六个职业）100111001|100111002|100111003|100111004|100111005|100111006)	道具描述	来源对象ID	掉落飞入特效ID	使用后触发脚本	掉落彰显状态限制（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来）	掉落彰显表现（1紫色光柱、2橙色光柱）	物品品质（0无，1魂，2神）	使用文字	标签类型(1可鉴定，2可合成，3可魂化，4可镶嵌）装备是默认为可装备的	道具阶级	UI飞入特效（0默认飞入特效，1稀有装备、2稀有碎片、3上古装备、4上古碎片、5其他） 
320401224	1	[时装]雪霁·凝月（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	104112	259200	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401204	0	0	0	0	0	使用	0	0	0
320401231	1	[时装]雪霁·凝月（15天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	101112	1296000	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401201	0	0	0	0	0	使用	0	0	0
320401232	1	[时装]雪霁·凝月（15天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	102112	1296000	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_232	fashionClothe_245	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401202	0	0	0	0	0	使用	0	0	0
320401233	1	[时装]雪霁·凝月（15天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	103112	1296000	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401203	0	0	0	0	0	使用	0	0	0
320401234	1	[时装]雪霁·凝月（15天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	104112	1296000	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401204	0	0	0	0	0	使用	0	0	0
320401301	1	[时装]狂欢夏季	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	101113	0	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401301	0	0	0	0	0	使用	0	0	0
320401302	1	[时装]狂欢夏季	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	102113	0	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item97_1130	item97_1140	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401302	0	0	0	0	0	使用	0	0	0
320401303	1	[时装]狂欢夏季	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	103113	0	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401303	0	0	0	0	0	使用	0	0	0
320401304	1	[时装]狂欢夏季	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	104113	0	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401304	0	0	0	0	0	使用	0	0	0
320401311	1	[时装]狂欢夏季（7天）	3204	3	0	-1	1	1	1	300500009	333	11	7999	0	999	0	0	30	101113	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401301	0	0	0	0	0	使用	0	0	0
320401312	1	[时装]狂欢夏季（7天）	3204	3	0	-1	1	1	1	300500009	333	11	7999	0	999	0	0	30	102113	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item97_1130	item97_1140	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401302	0	0	0	0	0	使用	0	0	0
320401313	1	[时装]狂欢夏季（7天）	3204	3	0	-1	1	1	1	300500009	333	11	7999	0	999	0	0	30	103113	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401303	0	0	0	0	0	使用	0	0	0
320401314	1	[时装]狂欢夏季（7天）	3204	3	0	-1	1	1	1	300500009	333	11	7999	0	999	0	0	30	104113	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401304	0	0	0	0	0	使用	0	0	0
320401331	1	[时装]狂欢夏季（15天）	3204	3	0	-1	1	1	1	300500009	666	11	7999	0	999	0	0	30	101113	1296000	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401301	0	0	0	0	0	使用	0	0	0
320401332	1	[时装]狂欢夏季（15天）	3204	3	0	-1	1	1	1	300500009	666	11	7999	0	999	0	0	30	102113	1296000	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item97_1130	item97_1140	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401302	0	0	0	0	0	使用	0	0	0
320401333	1	[时装]狂欢夏季（15天）	3204	3	0	-1	1	1	1	300500009	666	11	7999	0	999	0	0	30	103113	1296000	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401303	0	0	0	0	0	使用	0	0	0
320401334	1	[时装]狂欢夏季（15天）	3204	3	0	-1	1	1	1	300500009	666	11	7999	0	999	0	0	30	104113	1296000	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401304	0	0	0	0	0	使用	0	0	0
320401341	1	[时装]狂欢夏季（3天）	3204	3	0	-1	1	1	1	300500009	166	11	7999	0	999	0	0	30	101113	259200	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401301	0	0	0	0	0	使用	0	0	0
320401342	1	[时装]狂欢夏季（3天）	3204	3	0	-1	1	1	1	300500009	166	11	7999	0	999	0	0	30	102113	259200	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item97_1130	item97_1140	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401302	0	0	0	0	0	使用	0	0	0
320401343	1	[时装]狂欢夏季（3天）	3204	3	0	-1	1	1	1	300500009	166	11	7999	0	999	0	0	30	103113	259200	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401303	0	0	0	0	0	使用	0	0	0
320401344	1	[时装]狂欢夏季（3天）	3204	3	0	-1	1	1	1	300500009	166	11	7999	0	999	0	0	30	104113	259200	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	狂欢夏季，冲浪前行。用于激活幻想套装「狂欢夏季」。激活后在[外观-时装-套装]面板进行穿戴	320401304	0	0	0	0	0	使用	0	0	0
320401401	1	[时装]国士无双	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	101114	0	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	握擎苍，世无双，这是我的天下！用于激活幻想套装「国士无双」。激活后在[外观-时装-套装]面板进行穿戴	320401401	0	0	0	0	0	使用	0	0	0
320401402	1	[时装]国士无双	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	102114	0	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item97_1130	item97_1140	0	1000062	0	握擎苍，世无双，这是我的天下！用于激活幻想套装「国士无双」。激活后在[外观-时装-套装]面板进行穿戴	320401402	0	0	0	0	0	使用	0	0	0
320401403	1	[时装]国士无双	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	103114	0	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	握擎苍，世无双，这是我的天下！用于激活幻想套装「国士无双」。激活后在[外观-时装-套装]面板进行穿戴	320401403	0	0	0	0	0	使用	0	0	0
320401404	1	[时装]国士无双	3204	3	0	-1	1	1	1	300500009	1333	11	7999	0	999	0	0	29	104114	0	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item97_1110	item97_1120	0	1000062	0	握擎苍，世无双，这是我的天下！用于激活幻想套装「国士无双」。激活后在[外观-时装-套装]面板进行穿戴	320401404	0	0	0	0	0	使用	0	0	0
320402000	1	圣诞时装【7天】	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	26	60001522	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	item10_018	item10_018	0	1000062	0	使用后根据职业获得对应的雪夜虹影时装一套	0	0	0	0	0	0	使用	0	0	0
320500101	1	[武器]青月飞虹	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	111101	0	0	0	19999049	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashion_111	fashion_111	0	1000062	0	用于激活昆仑专属武器外观青月飞虹。激活后在[外观-时装-武器]面板进行穿戴	320500101	0	0	0	0	0	使用	0	0	0
320500102	1	[武器]青冥龙眸	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	112101	0	0	0	19999050	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashion_121	fashion_121	0	1000062	0	用于激活琉璃专属武器外观青冥龙眸。激活后在[外观-时装-武器]面板进行穿戴	320500102	0	0	0	0	0	使用	0	0	0
320500103	1	[武器]血炎狂刃	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	113101	0	0	0	19999051	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashion_131	fashion_131	0	1000062	0	用于激活乾坤专属武器外观血炎狂刃。激活后在[外观-时装-武器]面板进行穿戴	320500103	0	0	0	0	0	使用	0	0	0
320500104	1	[武器]秀丽鸣弓	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	114101	0	0	0	19999052	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	41_0_0	41_0_0	0	1000062	0	用于激活凤鸣专属武器外观秀丽鸣弓。激活后在[外观-时装-武器]面板进行穿戴	320500104	0	0	0	0	0	使用	0	0	0
320500111	1	[武器]青月飞虹（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	111101	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashion_111	fashion_111	0	1000062	0	用于激活昆仑专属武器外观青月飞虹。激活后在[外观-时装-武器]面板进行穿戴	320500101	0	0	0	0	0	使用	0	0	0
320500112	1	[武器]青冥龙眸（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	112101	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashion_121	fashion_121	0	1000062	0	用于激活琉璃专属武器外观青冥龙眸。激活后在[外观-时装-武器]面板进行穿戴	320500102	0	0	0	0	0	使用	0	0	0
320500113	1	[武器]血炎狂刃（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	113101	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashion_131	fashion_131	0	1000062	0	用于激活乾坤专属武器外观血炎狂刃。激活后在[外观-时装-武器]面板进行穿戴	320500103	0	0	0	0	0	使用	0	0	0
320500114	1	[武器]秀丽鸣弓（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	114101	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	41_0_0	41_0_0	0	1000062	0	用于激活凤鸣专属武器外观秀丽鸣弓。激活后在[外观-时装-武器]面板进行穿戴	320500104	0	0	0	0	0	使用	0	0	0
320500201	1	[武器]新月流光	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	111102	0	0	0	19999053	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashion_112	fashion_112	0	1000062	0	用于激活昆仑专属武器外观新月流光。激活后在[外观-时装-武器]面板进行穿戴	320500201	0	0	0	0	0	使用	0	0	0
320500202	1	[武器]凝霜犀翠	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	112102	0	0	0	19999054	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashion_122	fashion_122	0	1000062	0	用于激活琉璃专属武器外观凝霜犀翠。激活后在[外观-时装-武器]面板进行穿戴	320500202	0	0	0	0	0	使用	0	0	0
320500203	1	[武器]炼魂鬼斩	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	113102	0	0	0	19999055	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashion_132	fashion_132	0	1000062	0	用于激活乾坤专属武器外观炼魂鬼斩。激活后在[外观-时装-武器]面板进行穿戴	320500203	0	0	0	0	0	使用	0	0	0
320500204	1	[武器]荆棘之怒	3205	3	0	-1	1	1	1	300500009	600	11	7999	0	999	0	0	29	114102	0	0	0	19999056	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashion_142	fashion_142	0	1000062	0	用于激活凤鸣专属武器外观荆棘之怒。激活后在[外观-时装-武器]面板进行穿戴	320500204	0	0	0	0	0	使用	0	0	0
320500211	1	[武器]新月流光（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	111102	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashion_112	fashion_112	0	1000062	0	用于激活昆仑专属武器外观新月流光。激活后在[外观-时装-武器]面板进行穿戴	320500201	0	0	0	0	0	使用	0	0	0
320500212	1	[武器]凝霜犀翠（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	112102	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashion_122	fashion_122	0	1000062	0	用于激活琉璃专属武器外观凝霜犀翠。激活后在[外观-时装-武器]面板进行穿戴	320500202	0	0	0	0	0	使用	0	0	0
320500213	1	[武器]炼魂鬼斩（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	113102	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashion_132	fashion_132	0	1000062	0	用于激活乾坤专属武器外观炼魂鬼斩。激活后在[外观-时装-武器]面板进行穿戴	320500203	0	0	0	0	0	使用	0	0	0
320500214	1	[武器]荆棘之怒（7天）	3205	3	0	-1	1	1	1	300500009	150	11	7999	0	999	0	0	30	114102	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashion_142	fashion_142	0	1000062	0	用于激活凤鸣专属武器外观荆棘之怒。激活后在[外观-时装-武器]面板进行穿戴	320500204	0	0	0	0	0	使用	0	0	0
320500301	1	[武器]醺红如醉	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	111103	0	0	0	19999057	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_310	fashionWeapon_310	0	1000062	0	用于激活昆仑专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500301	0	0	0	0	0	使用	0	0	0
320500302	1	[武器]醺红如醉	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	112103	0	0	0	19999058	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_320	fashionWeapon_320	0	1000062	0	用于激活御灵专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500302	0	0	0	0	0	使用	0	0	0
320500303	1	[武器]醺红如醉	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	113103	0	0	0	19999059	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_330	fashionWeapon_330	0	1000062	0	用于激活乾坤专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500303	0	0	0	0	0	使用	0	0	0
320500304	1	[武器]醺红如醉	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	114103	0	0	0	19999060	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_340	fashionWeapon_340	0	1000062	0	用于激活凤鸣专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500304	0	0	0	0	0	使用	0	0	0
320500311	1	[武器]醺红如醉（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	111103	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_310	fashionWeapon_310	0	1000062	0	用于激活昆仑专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500301	0	0	0	0	0	使用	0	0	0
320500312	1	[武器]醺红如醉（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	112103	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_320	fashionWeapon_320	0	1000062	0	用于激活御灵专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500302	0	0	0	0	0	使用	0	0	0
320500313	1	[武器]醺红如醉（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	113103	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_330	fashionWeapon_330	0	1000062	0	用于激活乾坤专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500303	0	0	0	0	0	使用	0	0	0
320500314	1	[武器]醺红如醉（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	114103	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_340	fashionWeapon_340	0	1000062	0	用于激活凤鸣专属武器外观醺红如醉，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500304	0	0	0	0	0	使用	0	0	0
320500401	1	[武器]雪霁晴蓝	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	111104	0	0	0	19999061	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_410	fashionWeapon_410	0	1000062	0	用于激活昆仑专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500401	0	0	0	0	0	使用	0	0	0
320500402	1	[武器]雪霁晴蓝	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	112104	0	0	0	19999062	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_420	fashionWeapon_420	0	1000062	0	用于激活御灵专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500402	0	0	0	0	0	使用	0	0	0
320500403	1	[武器]雪霁晴蓝	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	113104	0	0	0	19999063	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_430	fashionWeapon_430	0	1000062	0	用于激活乾坤专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500403	0	0	0	0	0	使用	0	0	0
320500404	1	[武器]雪霁晴蓝	3205	3	0	-1	1	1	1	300500009	800	11	7999	0	999	0	0	29	114104	0	0	0	19999064	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_440	fashionWeapon_440	0	1000062	0	用于激活凤鸣专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500404	0	0	0	0	0	使用	0	0	0
320500411	1	[武器]雪霁晴蓝（2天）	3205	3	0	-1	1	1	1	300500009	40	11	7999	0	999	0	0	30	111104	172800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_410	fashionWeapon_410	0	1000062	0	用于激活昆仑专属武器外观雪霁晴蓝。激活后在[外观-时装-套装]面板进行穿戴	320500401	0	0	0	0	0	使用	0	0	0
320500412	1	[武器]雪霁晴蓝（2天）	3205	3	0	-1	1	1	1	300500009	40	11	7999	0	999	0	0	30	112104	172800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_420	fashionWeapon_420	0	1000062	0	用于激活御灵专属武器外观雪霁晴蓝。激活后在[外观-时装-套装]面板进行穿戴	320500402	0	0	0	0	0	使用	0	0	0
320500413	1	[武器]雪霁晴蓝（2天）	3205	3	0	-1	1	1	1	300500009	40	11	7999	0	999	0	0	30	113104	172800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_430	fashionWeapon_430	0	1000062	0	用于激活乾坤专属武器外观雪霁晴蓝。激活后在[外观-时装-套装]面板进行穿戴	320500403	0	0	0	0	0	使用	0	0	0
320500414	1	[武器]雪霁晴蓝（2天）	3205	3	0	-1	1	1	1	300500009	40	11	7999	0	999	0	0	30	114104	172800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_440	fashionWeapon_440	0	1000062	0	用于激活凤鸣专属武器外观雪霁晴蓝。激活后在[外观-时装-套装]面板进行穿戴	320500404	0	0	0	0	0	使用	0	0	0
320500421	1	[武器]雪霁晴蓝（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	111104	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_410	fashionWeapon_410	0	1000062	0	用于激活昆仑专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500401	0	0	0	0	0	使用	0	0	0
320500422	1	[武器]雪霁晴蓝（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	112104	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_420	fashionWeapon_420	0	1000062	0	用于激活御灵专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500402	0	0	0	0	0	使用	0	0	0
320500423	1	[武器]雪霁晴蓝（7天）	3205	3	0	-1	1	1	1	300500009	200	11	7999	0	999	0	0	30	113104	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionWeapon_430	fashionWeapon_430	0	1000062	0	用于激活乾坤专属武器外观雪霁晴蓝，以及该武器外观的后续升阶。激活后在[外观-时装-武器]面板进行穿戴	320500403	0	0	0	0	0	使用	0	0	0
