成就ID(普通历练通关：1~300，普通历练三星：301~600，历练章节通关：601~650，历练章节满星：651~700，主线及系统开放：701~770，境界突破：771~800，目标成就：801~1700，目标零散1701~2100，魂装配方：2101~2140，七日成就2141~2300，充值首购2301~2350,祝福2351~2450，坐骑2451~2500，引导页2501~2600，引导成就2601-2650，灵宠购买限制2701~2800，封魔塔boss击杀成就2801~2850，海外首充成就2851~2900，仙道秘法成就2901~3000)	有效标志位	最大进度	完成类型(0自动完成，1手动完成)	前置成就ID	奖励道具ID	奖励道具数	奖励货币类型	奖励货币数	特殊奖励ID（已经改成通过reward_id来做，而不是drop了）	广播类型	广播内容	广播限制	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5	触发事件	成就类型（0是普通成就，1是经脉成就，2是战灵碑成就）	状态限制(仅领取时有效，自动完成的不会有效果)	成就点数	触发祝福ID	触发邮件ID	增加战力值	触发脚本	待领奖时触发脚本	描述
1866	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红手完美
1867	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红鞋完美
1868	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红链完美
1869	1	1	0	0	0	0	0	0	0	0	0	0	893	894	0	0	0	0	0	0	0	0	0	0	0	0	红戒完美
1870	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉武完美
1871	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉衣完美
1872	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉裤完美
1873	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉腰完美
1874	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉头完美
1875	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉肩完美
1876	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉手完美
1877	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉鞋完美
1878	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉链完美
1879	1	1	0	0	0	0	0	0	0	0	0	0	898	899	0	0	0	0	0	0	0	0	0	0	0	0	粉戒完美
1880	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶武双完美
1881	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶衣双完美
1882	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶裤双完美
1883	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶腰双完美
1884	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶头双完美
1885	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶肩双完美
1886	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶手双完美
1887	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶鞋双完美
1888	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶链双完美
1889	1	1	0	0	0	0	0	0	0	0	0	0	875	876	877	0	0	0	0	0	0	0	0	0	0	0	二阶戒双完美
1890	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫武双完美
1891	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫衣双完美
1892	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫裤双完美
1893	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫腰双完美
1894	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫头双完美
1895	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫肩双完美
1896	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫手双完美
1897	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫鞋双完美
1898	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫链双完美
1899	1	1	0	0	0	0	0	0	0	0	0	0	880	881	882	0	0	0	0	0	0	0	0	0	0	0	紫戒双完美
1900	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙武双完美
1901	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙衣双完美
1902	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙裤双完美
1903	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙腰双完美
1904	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙头双完美
1905	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙肩双完美
1906	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙手双完美
1907	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙鞋双完美
1908	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙链双完美
1909	1	1	0	0	0	0	0	0	0	0	0	0	885	886	887	0	0	0	0	0	0	0	0	0	0	0	橙戒双完美
1910	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青武双完美
1911	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青衣双完美
1912	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青裤双完美
1913	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青腰双完美
1914	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青头双完美
1915	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青肩双完美
1916	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青手双完美
1917	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青鞋双完美
1918	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青链双完美
1919	1	1	0	0	0	0	0	0	0	0	0	0	890	891	892	0	0	0	0	0	0	0	0	0	0	0	青戒双完美
1920	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红武双完美
1921	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红衣双完美
1922	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红裤双完美
1923	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红腰双完美
1924	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红头双完美
1925	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红肩双完美
1926	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红手双完美
1927	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红鞋双完美
1928	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红链双完美
1929	1	1	0	0	0	0	0	0	0	0	0	0	895	896	897	0	0	0	0	0	0	0	0	0	0	0	红戒双完美
1930	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉武双完美
1931	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉衣双完美
1932	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉裤双完美
1933	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉腰双完美
1934	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉头双完美
1935	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉肩双完美
1936	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉手双完美
1937	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉鞋双完美
1938	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉链双完美
1939	1	1	0	0	0	0	0	0	0	0	0	0	900	901	902	0	0	0	0	0	0	0	0	0	0	0	粉戒双完美
1940	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	徒弟购买礼包50%
1941	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	徒弟购买礼包75%
1942	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	徒弟购买礼包100%
1943	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	出师
1944	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿戴任意一件3~4阶神装
1945	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	锐锋石雕琢1级
2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	零散结束，魂装开始
2001	1	1	0	0	0	0	0	0	0	0	0	0	1763	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂武
2002	1	1	0	0	0	0	0	0	0	0	0	0	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂衣
2003	1	1	0	0	0	0	0	0	0	0	0	0	1765	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂腰
2004	1	1	0	0	0	0	0	0	0	0	0	0	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂裤
2005	1	1	0	0	0	0	0	0	0	0	0	0	1767	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂手
2006	1	1	0	0	0	0	0	0	0	0	0	0	1768	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂链
2007	1	1	0	0	0	0	0	0	0	0	0	0	1769	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂戒
2008	1	1	0	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂肩
2009	1	1	0	0	0	0	0	0	0	0	0	0	1771	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂头
2010	1	1	0	0	0	0	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	二阶魂鞋
2011	1	1	0	0	0	0	0	0	0	0	0	0	1773	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂武
2012	1	1	0	0	0	0	0	0	0	0	0	0	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂衣
2013	1	1	0	0	0	0	0	0	0	0	0	0	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂腰
2014	1	1	0	0	0	0	0	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂裤
2015	1	1	0	0	0	0	0	0	0	0	0	0	1777	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂手
2016	1	1	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂链
2017	1	1	0	0	0	0	0	0	0	0	0	0	1779	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂戒
2018	1	1	0	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂肩
2019	1	1	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂头
2020	1	1	0	0	0	0	0	0	0	0	0	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	0	三阶魂鞋
2021	1	1	0	0	0	0	0	0	0	0	0	0	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂武
2022	1	1	0	0	0	0	0	0	0	0	0	0	1784	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂衣
2023	1	1	0	0	0	0	0	0	0	0	0	0	1785	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂腰
2024	1	1	0	0	0	0	0	0	0	0	0	0	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂裤
2025	1	1	0	0	0	0	0	0	0	0	0	0	1787	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂手
2026	1	1	0	0	0	0	0	0	0	0	0	0	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂链
2027	1	1	0	0	0	0	0	0	0	0	0	0	1789	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂戒
2028	1	1	0	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂肩
2029	1	1	0	0	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂头
2030	1	1	0	0	0	0	0	0	0	0	0	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	四阶魂鞋
2031	1	1	0	0	0	0	0	0	0	0	0	0	1793	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂武
2032	1	1	0	0	0	0	0	0	0	0	0	0	1794	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂衣
2033	1	1	0	0	0	0	0	0	0	0	0	0	1795	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂腰
2034	1	1	0	0	0	0	0	0	0	0	0	0	1796	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂裤
2035	1	1	0	0	0	0	0	0	0	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂手
2036	1	1	0	0	0	0	0	0	0	0	0	0	1798	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂链
2037	1	1	0	0	0	0	0	0	0	0	0	0	1799	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂戒
2038	1	1	0	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂肩
2039	1	1	0	0	0	0	0	0	0	0	0	0	1801	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂头
2040	1	1	0	0	0	0	0	0	0	0	0	0	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	五阶魂鞋
2041	1	1	0	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂武
2042	1	1	0	0	0	0	0	0	0	0	0	0	1804	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂衣
2043	1	1	0	0	0	0	0	0	0	0	0	0	1805	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂腰
2044	1	1	0	0	0	0	0	0	0	0	0	0	1806	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂裤
2045	1	1	0	0	0	0	0	0	0	0	0	0	1807	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂手
2046	1	1	0	0	0	0	0	0	0	0	0	0	1808	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂链
2047	1	1	0	0	0	0	0	0	0	0	0	0	1809	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂戒
2048	1	1	0	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂肩
2049	1	1	0	0	0	0	0	0	0	0	0	0	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂头
2050	1	1	0	0	0	0	0	0	0	0	0	0	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	六阶魂鞋
2051	1	1	0	0	0	0	0	0	0	0	0	0	1813	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂武
2052	1	1	0	0	0	0	0	0	0	0	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂衣
2053	1	1	0	0	0	0	0	0	0	0	0	0	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂腰
2054	1	1	0	0	0	0	0	0	0	0	0	0	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂裤
2055	1	1	0	0	0	0	0	0	0	0	0	0	1817	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂手
2056	1	1	0	0	0	0	0	0	0	0	0	0	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂链
2057	1	1	0	0	0	0	0	0	0	0	0	0	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂戒
2058	1	1	0	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂肩
2059	1	1	0	0	0	0	0	0	0	0	0	0	1821	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂头
2060	1	1	0	0	0	0	0	0	0	0	0	0	1822	0	0	0	0	0	0	0	0	0	0	0	0	0	七阶魂鞋
2061	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂武
2062	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂衣
2063	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂腰
2064	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂裤
2065	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂手
2066	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂链
2067	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂戒
2068	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂肩
2069	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂头
2070	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	八阶魂鞋
2071	1	1	0	0	0	0	0	0	90000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶灵宝
2072	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上三阶灵宝
2073	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上四阶灵宝
2074	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上五阶灵宝
2075	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上六阶灵宝
2076	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶武魂
2077	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上紫色武魂
2078	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上橙色武魂
2079	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上青色武魂
2080	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上红色武魂
2081	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·二阶灵宝
2082	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·紫色灵宝
2083	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·橙色灵宝
2084	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·青色灵宝
2085	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·红色灵宝
2086	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·二阶武魂
2087	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·紫色武魂
2088	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·橙色武魂
2089	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·青色武魂
2090	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上魂·红色武魂
2091	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂武
2092	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂衣
2093	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂腰
2094	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂裤
2095	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂手
2096	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂链
2097	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂戒
2098	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂肩
2099	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂头
2100	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	九阶魂鞋
2101	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[图纸]二阶项链
2102	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[图纸]二阶戒指
2103	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108305	0	[图纸]三阶项链
2104	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108306	0	[图纸]三阶戒指
2105	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108405	0	[图纸]四阶项链
2106	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108406	0	[图纸]四阶戒指
2107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108505	0	[图纸]五阶项链
2108	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108506	0	[图纸]五阶戒指
2109	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108605	0	[图纸]六阶项链
2110	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108606	0	[图纸]六阶戒指
2111	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108705	0	[图纸]七阶项链
2112	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108706	0	[图纸]七阶戒指
2113	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108805	0	[图纸]八阶项链
2114	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108806	0	[图纸]八阶戒指
2115	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108905	0	[图纸]九阶项链
2116	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4108906	0	[图纸]九阶戒指
2139	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[图纸]三阶武器
2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	魂图结束，七天开始
2141	1	1	1	0	0	0	0	0	40502001	0	0	0	0	0	0	0	0	0	0	40051970	0	0	0	0	0	0	第1天登录福利
2142	1	1	1	0	0	0	0	0	40502002	0	0	0	0	0	0	0	0	0	0	40051971	0	0	0	0	0	0	第2天登录福利
2143	1	1	1	0	0	0	0	0	40502003	0	0	0	0	0	0	0	0	0	0	40051972	0	0	0	0	0	0	第3天登录福利
2144	1	1	1	0	0	0	0	0	40502004	0	0	0	0	0	0	0	0	0	0	40051973	0	0	0	0	0	0	第4天登录福利
2145	1	1	1	0	0	0	0	0	40502005	0	0	0	0	0	0	0	0	0	0	40051974	0	0	0	0	0	0	第5天登录福利
2146	1	1	1	0	0	0	0	0	40502006	0	0	0	0	0	0	0	0	0	0	40051975	0	0	0	0	0	0	第6天登录福利
2147	1	1	1	0	0	0	0	0	40502007	0	0	0	0	0	0	0	0	0	0	40051976	0	0	0	0	0	0	第7天登录福利
2148	1	1	1	0	0	0	0	0	40503100	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	突破到虚丹境
2149	1	1	1	0	0	0	0	0	40503101	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	2级完美激活
2150	1	1	1	0	0	0	0	0	40503102	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达到40级
2151	1	5	1	0	0	0	0	0	40503103	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	使用福签进行5次祈福
2152	1	1	1	0	0	0	0	0	40503104	0	0	0	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	拥有1个A级宠物
